source_index,annotator,test_row_id,referent,EN_source_sentence,EN_masculine_sentence,EN_feminine_sentence,rating,decision,judge_decision,eval_strategy_label
384,annotator_2,350.0,opponent,"In 2018, the Mustangs finished second at the inaugural AVCA Small College National Championship, while they posted the first-ever win over a Division I opponent, topping Morehead State.","In 2018, the Mustangs finished second at the inaugural AVCA Small College National Championship, while they posted the first-ever win over a male Division I opponent, topping Morehead State.","In 2018, the Mustangs finished second at the inaugural AVCA Small College National Championship, while they posted the first-ever win over a female Division I opponent, topping Morehead State.",good,accept,accept,adjective
385,annotator_2,351.0,patient,A patient of the hospital wanted to see it.,"A patient of the hospital, Mr. Chen, wanted to see it.","A patient of the hospital, Mrs. Chen, wanted to see it.",good,accept,accept,title_insertion
386,annotator_2,352.0,colleague,You would not have dared to kill my colleague?,"You would not have dared to kill my colleague, my brother?","You would not have dared to kill my colleague, my sister?",good,accept,accept,relational_insertion
387,annotator_2,353.0,client,The client wanted to make each section have a distinct look and feel while still appearing cohesive.,"The client, Mr. Chen, wanted to make each section have a distinct look and feel while still appearing cohesive.","The client, Mrs. Chen, wanted to make each section have a distinct look and feel while still appearing cohesive.",good,accept,accept,title_insertion
388,annotator_2,354.0,classmate,"There are so many countries I want to visit now, especially after the excellent trip to Greece hosted by a dear Greek classmate last month.","There are so many countries I want to visit now, especially after the excellent trip to Greece hosted by a dear Greek classmate, Mr. Fitzgerald, last month.","There are so many countries I want to visit now, especially after the excellent trip to Greece hosted by a dear Greek classmate, Mrs. Fitzgerald, last month.",good,accept,accept,title_insertion
389,annotator_2,355.0,chief,What are you going to do in Boiro chief?,"What are you going to do in Boiro chief, sir?","What are you going to do in Boiro chief, ma'am?",meh,accept,accept,sir_maam
390,annotator_2,356.0,journalist,"It’s a great time to network and get your face out there, but I don’t cover the shows like a journalist.","It's a great time to network and get your face out there, but I don't cover the shows like a male journalist.","It's a great time to network and get your face out there, but I don't cover the shows like a female journalist.",meh,accept,accept,adjective
391,annotator_2,357.0,beautician,"Contact the nearest Alkaline Specialist institute and request more information at your trusted beautician, who will follow you along the way by monitoring your results every month!","Contact the nearest Alkaline Specialist institute and request more information at your trusted beautician, Mr. Kim, who will follow you along the way by monitoring your results every month!","Contact the nearest Alkaline Specialist institute and request more information at your trusted beautician, Mrs. Kim, who will follow you along the way by monitoring your results every month!",good,accept,accept,title_insertion
392,annotator_2,358.0,doctor,"This starts to get quite ‘sciency’ , but it boils down to the same advice you get from your doctor during flu season.","This starts to get quite 'sciency' , but it boils down to the same advice you get from your doctor, Mr. Patel, during flu season.","This starts to get quite 'sciency' , but it boils down to the same advice you get from your doctor, Mrs. Patel, during flu season.",good,accept,accept,title_insertion
393,annotator_2,359.0,voter,The voter’s name is prominently displayed (though I blurred it) and the person who asked the question is nowhere to be seen.,"The voter's name, a Mr. Smith, is prominently displayed (though I blurred it) and the person who asked the question is nowhere to be seen.","The voter's name, a Mrs. Smith, is prominently displayed (though I blurred it) and the person who asked the question is nowhere to be seen.",good,accept,accept,title_insertion
394,annotator_2,360.0,resident,"I no longer felt like a visitor, but a resident.","He no longer felt like a visitor, but a resident.","She no longer felt like a visitor, but a resident.",good,accept,accept,pronoun_swap
395,annotator_2,361.0,virgin,"You might even, I don' t know, not die a virgin.","You might even, I don' t know, not die a virgin, sir.","You might even, I don' t know, not die a virgin, ma'am.",good,accept,accept,sir_maam
396,annotator_2,362.0,doctor,"If you are pregnant and considering starting or continuing an exercise regimen, the first thing you should do is talk with your doctor.","If you are pregnant and considering starting or continuing an exercise regimen, the first thing you should do is talk with your doctor, Mr. Martinez.","If you are pregnant and considering starting or continuing an exercise regimen, the first thing you should do is talk with your doctor, Mrs. Martinez.",good,accept,accept,title_insertion
397,annotator_2,363.0,virgin,"I told them that you saved me from that oark creep, but they won' t even check me out to see that I' m still a virgin.","He told them that you saved him from that oark creep, but they won' t even check him out to see that he' s still a virgin.","She told them that you saved her from that oark creep, but they won' t even check her out to see that she' s still a virgin.",good,accept,accept,pronoun_swap
398,annotator_2,364.0,lover,I have been a lover of historical romance since I read my first fairy tale.,He has been a lover of historical romance since he read his first fairy tale.,She has been a lover of historical romance since she read her first fairy tale.,good,accept,accept,pronoun_swap
399,annotator_2,365.0,officer,"Radios went down, GPS batteries died, an officer with a map, and a huge ego.","Radios went down, GPS batteries died, a male officer with a map, and a huge ego.","Radios went down, GPS batteries died, a female officer with a map, and a huge ego.",good,accept,accept,adjective
400,annotator_2,366.0,expert,"If waiting tables in a bar don' t make you...... an expert on human nature, nothin 'will.","If waiting tables in a bar don' t make you...... an expert on human nature, sir, nothin 'will.","If waiting tables in a bar don' t make you...... an expert on human nature, ma'am, nothin 'will.",good,accept,accept,sir_maam
401,annotator_2,367.0,receptionist,"In fact, we were nearly chased out of the Quinny booth because the receptionist made an incorrect assumption based on our American business cards.","In fact, we were nearly chased out of the Quinny booth because the receptionist, Mr. Johnson, made an incorrect assumption based on our American business cards.","In fact, we were nearly chased out of the Quinny booth because the receptionist, Mrs. Johnson, made an incorrect assumption based on our American business cards.",good,accept,accept,title_insertion
402,annotator_2,368.0,pilot,Aviation expert Julian Bray told Sky News the pilot should be commended for the way the passengers were guided to safety.,Aviation expert Julian Bray told Sky News the pilot should be commended for the way he guided the passengers to safety.,Aviation expert Julian Bray told Sky News the pilot should be commended for the way she guided the passengers to safety.,good,accept,accept,pronoun_insertion
403,annotator_2,369.0,novelist,Passion infiltrates politics when a lieutenant assigned to their case becomes infatuated with the novelist.,"Passion infiltrates politics when a lieutenant assigned to the case becomes infatuated with the novelist, a gentleman of considerable charm.","Passion infiltrates politics when a lieutenant assigned to the case becomes infatuated with the novelist, a lady of considerable charm.",good,accept,accept,context_modifier
404,annotator_2,370.0,baker,"I’m not much of a baker, but I’ve had a sourdough starter for about a year and a half, and I’ve been using it regularly for a basic sourdough recipe from King Arthur Flour.","He's not much of a baker, but he's had a sourdough starter for about a year and a half, and he's been using it regularly for a basic sourdough recipe from King Arthur Flour.","She's not much of a baker, but she's had a sourdough starter for about a year and a half, and she's been using it regularly for a basic sourdough recipe from King Arthur Flour.",good,accept,accept,pronoun_swap
405,annotator_2,371.0,coordinator,Your orthodontist’s treatment coordinator will also be able to provide information on payment plans as well.,"Your orthodontist's treatment coordinator, Mr. Thompson, will also be able to provide information on payment plans as well.","Your orthodontist's treatment coordinator, Mrs. Thompson, will also be able to provide information on payment plans as well.",good,accept,accept,title_insertion
406,annotator_2,372.0,winner,"If you believe you' re a winner, then you are.","If you believe you' re a winner, sir, then you are.","If you believe you' re a winner, ma'am, then you are.",good,accept,accept,sir_maam
407,annotator_2,373.0,judge,"The judge was a lawyer at one time, and is not going to be taken in by this strategy.","The judge was a lawyer at one time, and he is not going to be taken in by this strategy.","The judge was a lawyer at one time, and she is not going to be taken in by this strategy.",good,accept,accept,pronoun_swap
408,annotator_2,374.0,minister,The prime minister asked me to assure you this is what we propose to do.,The prime minister asked me to assure you this is what he proposes to do.,The prime minister asked me to assure you this is what she proposes to do.,good,accept,accept,pronoun_swap
409,annotator_2,375.0,friend,I' m here if you need a friend.,I' m here if you need a male friend.,I' m here if you need a female friend.,meh,accept,accept,adjective
410,annotator_2,376.0,partner,No disrespect...... but I do not wish to talk business until my partner return.,No disrespect...... but I do not wish to talk business until my boyfriend return.,No disrespect...... but I do not wish to talk business until my girlfriend return.,good,accept,accept,referent_swap
411,annotator_2,377.0,resident,"This event could have had catastrophic consequences and put the lives of three people in jeopardy (the patient, staff anesthesiologist and senior resident).","This event could have had catastrophic consequences and put the lives of three people in jeopardy (the patient, staff anesthesiologist and senior resident, Mr. Chen).","This event could have had catastrophic consequences and put the lives of three people in jeopardy (the patient, staff anesthesiologist and senior resident, Mrs. Chen).",good,accept,accept,title_insertion
412,annotator_2,378.0,friend,"Jørgen, let' s teach our little Black friend some manners.","Jørgen, let' s teach our little Black friend, the lad, some manners.","Jørgen, let' s teach our little Black friend, the lass, some manners.",good,accept,accept,context_modifier
413,annotator_2,,hero,"Unleash your inner hero and play as Batman, Captain America, Iron Man, Wonder Woman, Hulk, Wolverine, Spiderman, Deadpool, and many more!","Unleash your inner hero and play as Batman, Captain America, Iron Man, Wonder Woman, Hulk, Wolverine, Spiderman, Deadpool, and many more!","Unleash your inner heroine and play as Batman, Captain America, Iron Man, Wonder Woman, Hulk, Wolverine, Spiderman, Deadpool, and many more!",bad,reject,accept,referent_swap
414,annotator_2,379.0,fighter,Think I only ever met one fighter who was all heart.,Think I only ever met one fighter who was all heart — he never backed down.,Think I only ever met one fighter who was all heart — she never backed down.,good,accept,accept,pronoun_insertion
415,annotator_2,,governor,"After six years in the White House...... and eight as the governor' s daughter, I don' t really know anything else.","After six years in the White House...... and eight as the governor' s daughter, I don' t really know anything else— he was always in office.","After six years in the White House...... and eight as the governor' s daughter, I don' t really know anything else— she was always in office.",bad,reject,reject,unknown
416,annotator_2,380.0,virgin,I was a virgin this morning... but I don' t think I am now.,He was a virgin this morning... but he doesn' t think he is now.,She was a virgin this morning... but she doesn' t think she is now.,good,accept,accept,pronoun_swap
417,annotator_2,381.0,expert,"This expert might be a child psychologist, planner, a neutral attorney, or an appraiser.","This expert, Mr. Thompson, might be a child psychologist, planner, a neutral attorney, or an appraiser.","This expert, Mrs. Thompson, might be a child psychologist, planner, a neutral attorney, or an appraiser.",good,accept,accept,title_insertion
418,annotator_2,382.0,blogger,So I am a new blogger that hopes to grow an audience and develop my blog over time!,So he is a new blogger that hopes to grow an audience and develop his blog over time!,So she is a new blogger that hopes to grow an audience and develop her blog over time!,good,accept,accept,pronoun_swap
419,annotator_2,383.0,receptionist,We arrived very late and very frendly receptionist was waiting us with welcome dtink.,"We arrived very late and very frendly receptionist, a gentleman, was waiting us with welcome dtink.","We arrived very late and very frendly receptionist, a lady, was waiting us with welcome dtink.",good,accept,accept,context_modifier
420,annotator_2,384.0,housekeeper,"When they strode out, the housekeeper squeezed her hand again.","When they strode out, the housekeeper, Mr. Patel, squeezed her hand again.","When they strode out, the housekeeper, Mrs. Patel, squeezed her hand again.",good,accept,accept,title_insertion
421,annotator_2,385.0,employee,The railroad was probably indignant about the distraction of such a focused employee!,"The railroad was probably indignant about the distraction of such a focused employee, Mr. Smith!","The railroad was probably indignant about the distraction of such a focused employee, Mrs. Smith!",good,accept,accept,title_insertion
422,annotator_2,386.0,technician,"I got on the chair and the technician put the blue goo, the goo I have seen in all the movies, on my abdomen.","I got on the chair and the technician, Mr. Davis, put the blue goo, the goo I have seen in all the movies, on my abdomen.","I got on the chair and the technician, Mrs. Davis, put the blue goo, the goo I have seen in all the movies, on my abdomen.",good,accept,accept,title_insertion
423,annotator_2,387.0,nanny,The next thing I knew... my nanny was waking me up in the middle of the night telling me their plane had crashed.,"The next thing I knew... my nanny, Mr. Chen, was waking me up in the middle of the night telling me their plane had crashed.","The next thing I knew... my nanny, Mrs. Chen, was waking me up in the middle of the night telling me their plane had crashed.",good,accept,accept,title_insertion
424,annotator_2,388.0,mechanic,This mechanic is no longer present in the game.,"This mechanic, Mr. Fitzgerald, is no longer present in the game.","This mechanic, Mrs. Fitzgerald, is no longer present in the game.",good,accept,reject,title_insertion
425,annotator_2,,lover,Printed with you’re the thelma and louise couple lover.,"Printed with you're the thelma and louise couple lover, nephew.","Printed with you're the thelma and louise couple lover, niece.",bad,reject,reject,relational_insertion
426,annotator_2,389.0,salesperson,After the purchase was completed the follow-up by my salesperson along with the ladies in the Fulfillment Group was great.,After the purchase was completed the follow-up by my salesman along with the ladies in the Fulfillment Group was great.,After the purchase was completed the follow-up by my saleswoman along with the ladies in the Fulfillment Group was great.,good,accept,accept,referent_swap
427,annotator_2,390.0,partner,"But a recent dose of therapy has convinced you... that inner- beauty is what really matters, and... you really deserve that perfect partner who treats you with such respect.","But a recent dose of therapy has convinced you... that inner- beauty is what really matters, and... you really deserve that perfect boyfriend who treats you with such respect.","But a recent dose of therapy has convinced you... that inner- beauty is what really matters, and... you really deserve that perfect girlfriend who treats you with such respect.",good,accept,accept,referent_swap
428,annotator_2,391.0,coach,"Look, coach, I know attendance is in the crapper, OK, and I' m not averse to using the word ""gimmick"".","Look, coach, sir, I know attendance is in the crapper, OK, and I' m not averse to using the word ""gimmick"".","Look, coach, ma'am, I know attendance is in the crapper, OK, and I' m not averse to using the word ""gimmick"".",good,accept,accept,sir_maam
429,annotator_2,392.0,partner,"The 1st animal is the way you see your partner, and the 2nd is how you see yourself.","The 1st animal is the way you see your boyfriend, and the 2nd is how you see yourself.","The 1st animal is the way you see your girlfriend, and the 2nd is how you see yourself.",good,accept,accept,referent_swap
430,annotator_2,393.0,partner,"Trust me, they will make the next 9 months so much easier and more enjoyable for you and your partner as well.","Trust me, they will make the next 9 months so much easier and more enjoyable for you and your boyfriend as well.","Trust me, they will make the next 9 months so much easier and more enjoyable for you and your girlfriend as well.",good,accept,accept,referent_swap
431,annotator_2,,carpenter,"Your commitment to safely produce great work with a positive, teamwork-oriented attitude speaks volumes to the level of professionalism that a SECRC carpenter brings to every job site.","Your commitment to safely produce great work with a positive, teamwork-oriented attitude speaks volumes to the level of professionalism that a SECRC carpenter like Mr. Brown brings to every job site.","Your commitment to safely produce great work with a positive, teamwork-oriented attitude speaks volumes to the level of professionalism that a SECRC carpenter like Mrs. Brown brings to every job site.",bad,reject,accept,title_insertion
432,annotator_2,394.0,specialist,"I am certified by NASM as a personal trainer, and a corrective exercise specialist and I continue to expand my knowledge with additional certifications in integrated flexibility training, sports performance training, and weight loss management.","He is certified by NASM as a personal trainer, and a corrective exercise specialist and he continues to expand his knowledge with additional certifications in integrated flexibility training, sports performance training, and weight loss management.","She is certified by NASM as a personal trainer, and a corrective exercise specialist and she continues to expand her knowledge with additional certifications in integrated flexibility training, sports performance training, and weight loss management.",good,accept,accept,pronoun_swap
433,annotator_2,395.0,gamer,"As a gamer, I would love to play this kind of RPG and I think this is what many players are waiting for.","As a gamer, he would love to play this kind of RPG and he thinks this is what many players are waiting for.","As a gamer, she would love to play this kind of RPG and she thinks this is what many players are waiting for.",good,accept,accept,pronoun_swap
434,annotator_2,396.0,skipper,"Remains to say, that the reason for the stranding would lay in poor passage planing, and the reason for this are some personal problems that would have preoccupied the mind of the Avanti skipper.","Remains to say, that the reason for the stranding would lay in poor passage planing, and the reason for this are some personal problems that would have preoccupied the mind of the Avanti skipper, Mr. Davis.","Remains to say, that the reason for the stranding would lay in poor passage planing, and the reason for this are some personal problems that would have preoccupied the mind of the Avanti skipper, Mrs. Davis.",good,accept,accept,title_insertion
435,annotator_2,397.0,cook,"Oh, right, you' re a cook.","Oh, right, sir, you' re a cook.","Oh, right, ma'am, you' re a cook.",good,accept,accept,sir_maam
436,annotator_2,398.0,scientist,"You know, I' m not a doctor or a scientist.","You know, he' s not a doctor or a scientist.","You know, she' s not a doctor or a scientist.",good,accept,accept,pronoun_swap
437,annotator_2,399.0,detective,"Why, detective, you make it sound like I' m a suspect.","Why, detective, sir, you make it sound like I' m a suspect.","Why, detective, ma'am, you make it sound like I' m a suspect.",meh,accept,accept,sir_maam
438,annotator_2,400.0,investigator,"Well, as my private investigator put it, we' re gonna nail his ass.","Well, as my private investigator, my father, put it, we' re gonna nail his ass.","Well, as my private investigator, my mother, put it, we' re gonna nail his ass.",good,accept,accept,relational_insertion
439,annotator_2,401.0,spectator,I wasn't a spectator anymore in the same way.,He wasn't a spectator anymore in the same way.,She wasn't a spectator anymore in the same way.,good,accept,accept,pronoun_swap
440,annotator_2,402.0,economist,"I’m no economist, but it seems clear vast differences between nations or regions regarding these “distractions” are the greatest barriers to fair trade.","He's no economist, but it seems clear vast differences between nations or regions regarding these ""distractions"" are the greatest barriers to fair trade.","She's no economist, but it seems clear vast differences between nations or regions regarding these ""distractions"" are the greatest barriers to fair trade.",good,accept,accept,pronoun_swap
441,annotator_2,403.0,author,"Are you the author of ""The Visit""?","Are you the author of ""The Visit"", sir?","Are you the author of ""The Visit"", ma'am?",good,accept,accept,sir_maam
442,annotator_2,404.0,contributor,"If you get any value out of this podcast and if you’re in a position to be able to, please consider becoming a monthly contributor.","If you get any value out of this podcast and if you're in a position to be able to, please consider becoming a monthly contributor, sir.","If you get any value out of this podcast and if you're in a position to be able to, please consider becoming a monthly contributor, ma'am.",good,accept,accept,sir_maam
443,annotator_2,405.0,singer,"I will miss the audition for singer in restaurant ""Lipov lad"" - the best restaurant in Belgrade!","I will miss the audition for male singer in restaurant ""Lipov lad"" - the best restaurant in Belgrade!","I will miss the audition for female singer in restaurant ""Lipov lad"" - the best restaurant in Belgrade!",good,accept,accept,adjective
444,annotator_2,406.0,blogger,I'm a TpT seller/blogger--can I post links to my resources?,He's a TpT seller/blogger--can he post links to his resources?,She's a TpT seller/blogger--can she post links to her resources?,good,accept,accept,pronoun_swap
445,annotator_2,407.0,clerk,I' ve always been a file clerk... and it' s no thanks to you or to your goddamn pathetic audience.,He' s always been a file clerk... and it' s no thanks to you or to your goddamn pathetic audience.,She' s always been a file clerk... and it' s no thanks to you or to your goddamn pathetic audience.,good,accept,accept,pronoun_swap
446,annotator_2,408.0,gardener,A new-to-Parkallen gardener has asked me when the date to plant seedlings and sow seeds directly in the garden is in Edmonton?,"A new-to-Parkallen gardener, my brother, has asked me when the date to plant seedlings and sow seeds directly in the garden is in Edmonton?","A new-to-Parkallen gardener, my sister, has asked me when the date to plant seedlings and sow seeds directly in the garden is in Edmonton?",good,accept,accept,relational_insertion
447,annotator_2,409.0,member,So you got yourself a member of the crazy folks tribe?,So you got yourself a member — a man — of the crazy folks tribe?,So you got yourself a member — a woman — of the crazy folks tribe?,good,accept,accept,appositive_dash
448,annotator_2,410.0,officer,"Last month, hundreds of people gathered to mourn another Aiken police officer killed in the line of duty.","Last month, hundreds of people gathered to mourn another Aiken policeman killed in the line of duty.","Last month, hundreds of people gathered to mourn another Aiken policewoman killed in the line of duty.",good,accept,accept,referent_swap
449,annotator_2,411.0,buddy,Your buddy in the hospital put us on the lookout.,Your buddy in the hospital put us on the lookout — he was insistent.,Your buddy in the hospital put us on the lookout — she was insistent.,good,accept,accept,pronoun_insertion
450,annotator_2,412.0,editor,I' m the music editor at Rolling Stone magazine.,He's the music editor at Rolling Stone magazine.,She's the music editor at Rolling Stone magazine.,good,accept,accept,pronoun_swap
451,annotator_2,413.0,hairstylist,"As a hairstylist, you may find yourself bonding with your customers to the point where they come to you for advice concerning their personal lives.","As a hairstylist, sir, you may find yourself bonding with your customers to the point where they come to you for advice concerning their personal lives.","As a hairstylist, ma'am, you may find yourself bonding with your customers to the point where they come to you for advice concerning their personal lives.",good,accept,accept,sir_maam
452,annotator_2,414.0,acquaintance,An acquaintance shared some thoughts that led to this post.,"An acquaintance, my uncle, shared some thoughts that led to this post.","An acquaintance, my aunt, shared some thoughts that led to this post.",meh,accept,accept,relational_insertion
453,annotator_2,415.0,employee,You' d be placed in the custody of the FBI where you' d serve out the remainder of your sentence as an employee of the federal government.,"You' d be placed in the custody of the FBI where you' d serve out the remainder of your sentence as an employee of the federal government, sir.","You' d be placed in the custody of the FBI where you' d serve out the remainder of your sentence as an employee of the federal government, ma'am.",good,accept,accept,sir_maam
454,annotator_2,416.0,volunteer,"If we have already registered 30 Coaches when we receive your sign-up form, or you cannot commit to attending all 5 sessions, we will contact you about being a fill-in or co-Coach, or a Vegan Living Program volunteer.","If we have already registered 30 Coaches when we receive your sign-up form, or you cannot commit to attending all 5 sessions, we will contact you about being a fill-in or co-Coach, or a male Vegan Living Program volunteer.","If we have already registered 30 Coaches when we receive your sign-up form, or you cannot commit to attending all 5 sessions, we will contact you about being a fill-in or co-Coach, or a female Vegan Living Program volunteer.",meh,accept,accept,adjective
455,annotator_2,417.0,technician,"Look, i' m a professional safe and vault technician.","Look, he' s a professional safe and vault technician.","Look, she' s a professional safe and vault technician.",good,accept,accept,pronoun_swap
456,annotator_2,418.0,editor,"At length, if you’re writing your paper for a course or for a particular novel, make sure to remember any particular instructions provided by your instructor or from the journal editor.","At length, if you're writing your paper for a course or for a particular novel, make sure to remember any particular instructions provided by your instructor or from the journal editor, Mr. Martinez.","At length, if you're writing your paper for a course or for a particular novel, make sure to remember any particular instructions provided by your instructor or from the journal editor, Mrs. Martinez.",good,accept,accept,title_insertion
457,annotator_2,419.0,assistant,"The day of the shoot, my assistant and I got to the stadium about two hours before we were scheduled to have Demetri on set.","The day of the shoot, my assistant and I got to the stadium about two hours before we were scheduled to have Demetri on set, and he was invaluable in setting up.","The day of the shoot, my assistant and I got to the stadium about two hours before we were scheduled to have Demetri on set, and she was invaluable in setting up.",good,accept,accept,pronoun_insertion
458,annotator_2,420.0,stylist,"If you’re not absolutely sure, speak to your hair stylist or choose a milder product, as listed here for people with thin hair.","If you're not absolutely sure, speak to your hair stylist, Mr. Davis, or choose a milder product, as listed here for people with thin hair.","If you're not absolutely sure, speak to your hair stylist, Mrs. Davis, or choose a milder product, as listed here for people with thin hair.",good,accept,accept,title_insertion
459,annotator_2,421.0,colleague,"That’s what they problem was, I can assure you if I was prepared to say yes like previous Finance Ministers were, I would have been celebrated as an excellent colleague.","That's what they problem was, I can assure you if I was prepared to say yes like previous Finance Ministers were, I would have been celebrated as an excellent male colleague.","That's what they problem was, I can assure you if I was prepared to say yes like previous Finance Ministers were, I would have been celebrated as an excellent female colleague.",good,accept,accept,adjective
460,annotator_2,422.0,cashier,"When we went up to order, we informed the cashier that we were vegan (always a good idea!), and they got out a cheat sheet that listed all of the items that were vegan, as well as those that were gluten-free.","When we went up to order, we informed the cashier that we were vegan (always a good idea!), and he got out a cheat sheet that listed all of the items that were vegan, as well as those that were gluten-free.","When we went up to order, we informed the cashier that we were vegan (always a good idea!), and she got out a cheat sheet that listed all of the items that were vegan, as well as those that were gluten-free.",good,accept,accept,pronoun_swap
461,annotator_2,,confidant,"Being your client’s confidant means that when this happens, you will get a panicked call from your client looking for immediate guidance, which is usually never Monday through Friday during business hours.","Being your client's confidant means that when this happens, you will get a panicked call from your client looking for immediate guidance, which is usually never Monday through Friday during business hours.","Being your client's confidante means that when this happens, you will get a panicked call from your client looking for immediate guidance, which is usually never Monday through Friday during business hours.",bad,reject,accept,referent_swap
462,annotator_2,423.0,visitor,It remains for a while at the visitor’s fingers.,"It remains for a while at the visitor's fingers, as he lingers.","It remains for a while at the visitor's fingers, as she lingers.",good,accept,accept,pronoun_insertion
463,annotator_2,424.0,CEO,Lycée is ending its second school year under the leadership of an interim CEO who was hired in November.,"Lycée is ending its second school year under the leadership of an interim CEO, Mr. Kim, who was hired in November.","Lycée is ending its second school year under the leadership of an interim CEO, Mrs. Kim, who was hired in November.",good,accept,accept,title_insertion
464,annotator_2,425.0,mechanic,We provide service from a dependable ASE certified mechanic that is licensed and insured with 30 years automotive experience.,"We provide service from a dependable ASE certified mechanic, Mr. Patel, that is licensed and insured with 30 years automotive experience.","We provide service from a dependable ASE certified mechanic, Mrs. Patel, that is licensed and insured with 30 years automotive experience.",good,accept,accept,title_insertion
465,annotator_2,426.0,chef,We cooperated with a pastry chef and a soya products factory and crafted our first dish – “Tofu Lady”.,"We cooperated with a pastry chef, Mr. Thompson, and a soya products factory and crafted our first dish – ""Tofu Lady"".","We cooperated with a pastry chef, Mrs. Thompson, and a soya products factory and crafted our first dish – ""Tofu Lady"".",good,accept,accept,title_insertion
466,annotator_2,427.0,nanny,My strongest quality as a nanny is definitely my humor.,His strongest quality as a nanny is definitely his humor.,Her strongest quality as a nanny is definitely her humor.,good,accept,accept,pronoun_swap
467,annotator_2,428.0,minister,"Given the Budget plans a R30,000 cut in petroleum subsidies in FY14 as compared to FY13, it is obvious the finance minister is serious about petroleum pricing reforms.","Given the Budget plans a R30,000 cut in petroleum subsidies in FY14 as compared to FY13, it is obvious the finance minister, Mr. Brown, is serious about petroleum pricing reforms.","Given the Budget plans a R30,000 cut in petroleum subsidies in FY14 as compared to FY13, it is obvious the finance minister, Mrs. Brown, is serious about petroleum pricing reforms.",good,accept,accept,title_insertion
468,annotator_2,429.0,decorator,"If you’re an uber-decorator, scale back just a bit by puttingone quarter of those holiday decorations away this season.","If you're an uber-decorator, sir, scale back just a bit by puttingone quarter of those holiday decorations away this season.","If you're an uber-decorator, ma'am, scale back just a bit by puttingone quarter of those holiday decorations away this season.",good,accept,accept,sir_maam
469,annotator_2,430.0,musician,"I’m going to classes, writing a lot of music, and pushing myself to be a better musician.","He's going to classes, writing a lot of music, and pushing himself to be a better musician.","She's going to classes, writing a lot of music, and pushing herself to be a better musician.",good,accept,accept,pronoun_swap
470,annotator_2,431.0,nanny,I' m really not in the habit of checking out the nanny' s ass,I' m really not in the habit of checking out the male nanny' s ass,I' m really not in the habit of checking out the female nanny' s ass,meh,accept,accept,adjective
471,annotator_2,432.0,fighter,"So, I' m guessing you' re not much of a fighter.","So, I' m guessing you' re not much of a fighter, sir.","So, I' m guessing you' re not much of a fighter, ma' am.",good,accept,accept,sir_maam
472,annotator_2,,master,This will be the last thing I can do for my master.,This will be the last thing I can do for my master.,This will be the last thing I can do for my mistress.,bad,reject,accept,referent_swap
473,annotator_2,433.0,athlete,"If you are an ambitioned athlete you might need some more natural carbs (e.g. sweet potatoe, yam, quinoa).","If you are an ambitioned athlete, sir, you might need some more natural carbs (e.g. sweet potatoe, yam, quinoa).","If you are an ambitioned athlete, ma'am, you might need some more natural carbs (e.g. sweet potatoe, yam, quinoa).",good,accept,accept,sir_maam
474,annotator_2,434.0,supervisor,My supervisor used the money saved from my salary refusal to help some parents who had lost their jobs pay for their children's childcare fees.,"My supervisor, Mr. Garcia, used the money saved from my salary refusal to help some parents who had lost their jobs pay for their children's childcare fees.","My supervisor, Mrs. Garcia, used the money saved from my salary refusal to help some parents who had lost their jobs pay for their children's childcare fees.",good,accept,accept,title_insertion
475,annotator_2,435.0,designer,"The designer did a terrific job meshing all components of the game into a fun, immersive experience.","The designer, Mr. Chen, did a terrific job meshing all components of the game into a fun, immersive experience.","The designer, Mrs. Chen, did a terrific job meshing all components of the game into a fun, immersive experience.",good,accept,accept,title_insertion
476,annotator_2,436.0,amateur,I' m just an amateur... but I have put everything that I have into this.,He' s just an amateur... but he has put everything that he has into this.,She' s just an amateur... but she has put everything that she has into this.,good,accept,accept,pronoun_swap
477,annotator_2,437.0,idiot,"You' re an idiot, if you ask me!","You' re an idiot, sir, if you ask me!","You' re an idiot, ma'am, if you ask me!",good,accept,accept,sir_maam
478,annotator_2,438.0,baker,"Chris–It’s pretty simple, trust me, as I’m not much of a baker either.","Chris–It's pretty simple, trust me, as I'm not much of a baker — a man who prefers to buy his bread — either.","Chris–It's pretty simple, trust me, as I'm not much of a baker — a woman who prefers to buy her bread — either.",meh,accept,reject,unknown
479,annotator_2,439.0,champion,See yourself as the champion He created you to be!,"See yourself as the champion He created you to be, sir!","See yourself as the champion He created you to be, ma'am!",good,accept,accept,sir_maam
480,annotator_2,440.0,leader,"God has placed you in the role of being a spiritual leader, which means that He has entrusted you with the responsibility to confront sin.","God has placed you in the role of being a spiritual leader, sir, which means that He has entrusted you with the responsibility to confront sin.","God has placed you in the role of being a spiritual leader, ma'am, which means that He has entrusted you with the responsibility to confront sin.",good,accept,accept,sir_maam
481,annotator_2,441.0,homemaker,I bet a lot of moms would like to exchange places with me considering the fact that I am a homemaker.,He bets a lot of moms would like to exchange places with him considering the fact that he is a homemaker.,She bets a lot of moms would like to exchange places with her considering the fact that she is a homemaker.,good,accept,accept,pronoun_swap
